,sim,label,pair_id
0,0.034756850451231,0.0,137
1,0.9013527035713196,1.0,30
2,0.9385806322097778,1.0,109
3,0.9242613315582275,1.0,193
4,0.48899194598197937,0.0,177
5,0.2957299053668976,1.0,198
6,0.8855613470077515,1.0,194
7,0.1409648358821869,1.0,182
8,0.087058424949646,1.0,38
9,0.9192683100700378,1.0,60
10,0.12063427269458771,0.0,168
11,0.9733548164367676,1.0,25
12,0.9611541628837585,0.0,215
13,0.8222730159759521,1.0,186
14,0.14159142971038818,0.0,9
15,0.7213357090950012,1.0,90
16,0.550119161605835,1.0,37
17,0.9999972581863403,1.0,106
18,0.9218794703483582,1.0,24
19,0.9897996783256531,1.0,57
20,0.9716694355010986,1.0,44
21,0.9351606369018555,1.0,15
22,0.9999972581863403,1.0,105
23,0.9999945163726807,1.0,41
24,0.07139509171247482,0.0,47
25,0.32652246952056885,0.0,214
26,0.801005482673645,0.0,203
27,0.8881075978279114,0.0,113
28,0.1505679339170456,0.0,150
29,0.3134516775608063,0.0,147
30,0.9999939799308777,1.0,103
31,0.9999080896377563,1.0,46
32,0.12488997727632523,0.0,173
33,0.18150252103805542,0.0,92
34,0.13937216997146606,0.0,7
35,0.8695893883705139,0.0,209
36,0.9765998721122742,0.0,206
37,0.3280072808265686,0.0,29
38,0.3273131549358368,0.0,12
39,0.1954224407672882,0.0,114
40,0.3094640374183655,0.0,56
41,0.3273131549358368,0.0,21
42,0.1961580514907837,0.0,135
43,0.15576326847076416,0.0,148
44,0.9999994039535522,1.0,100
45,0.5020250678062439,0.0,138
46,0.3400517702102661,0.0,121
47,0.9115325808525085,0.0,216
48,1.0,1.0,190
49,0.9976611733436584,1.0,183
50,0.992388904094696,1.0,192
51,0.9616566300392151,1.0,201
52,0.989429771900177,0.0,218
53,0.8998362421989441,0.0,164
54,0.9999784231185913,1.0,16
55,0.2859562039375305,0.0,91
56,0.9999998211860657,1.0,34
57,0.3705862760543823,0.0,166
58,0.2618785798549652,0.0,134
59,0.9999988079071045,1.0,96
60,0.3262859880924225,0.0,102
61,1.0,1.0,55
62,0.2227727323770523,0.0,145
63,0.9688311815261841,1.0,31
64,0.998089611530304,1.0,33
65,0.999999463558197,1.0,59
66,0.9999998211860657,0.0,210
67,0.6469597220420837,1.0,28
68,0.9811648726463318,1.0,107
69,0.8804096579551697,1.0,82
70,0.9999998807907104,1.0,89
71,0.15850260853767395,0.0,159
72,0.9999998807907104,1.0,85
73,0.152134969830513,0.0,160
74,0.6149023175239563,0.0,144
75,0.9999998807907104,1.0,81
76,0.6994940042495728,0.0,151
77,0.9998731017112732,1.0,26
78,0.9784799814224243,0.0,139
79,0.9998723268508911,1.0,61
80,0.9999992847442627,1.0,53
81,0.5539513230323792,0.0,141
82,0.9999992847442627,1.0,54
83,0.4065072238445282,0.0,146
84,0.9925686120986938,1.0,185
85,0.9998304843902588,0.0,204
86,0.9964946508407593,0.0,220
87,0.9930657148361206,1.0,199
88,0.9985405206680298,1.0,181
89,-0.00010856379958568141,1.0,184
90,0.9897922277450562,1.0,108
91,1.0,0.0,157
92,0.7017782330513,0.0,149
93,0.9999998807907104,0.0,176
94,0.9999998807907104,1.0,19
95,1.0,1.0,42
96,0.33789491653442383,0.0,112
97,0.7476878762245178,0.0,3
98,0.952016294002533,0.0,119
99,1.0,1.0,17
100,0.9874724745750427,0.0,126
101,0.28299903869628906,0.0,155
102,0.9999998807907104,1.0,65
103,1.0,1.0,48
104,1.0,1.0,50
105,0.9999998211860657,1.0,58
106,0.9676477909088135,0.0,140
107,0.9566041827201843,0.0,130
108,0.9999998211860657,1.0,32
109,0.9598222374916077,0.0,165
110,0.9999952912330627,1.0,18
111,0.9999625086784363,1.0,22
112,0.9999998807907104,1.0,94
113,1.0000001192092896,1.0,200
114,0.9999992847442627,1.0,196
115,0.9999998807907104,0.0,205
116,0.983532726764679,0.0,208
117,0.9999997019767761,1.0,180
118,0.9991669654846191,0.0,174
119,0.9999998807907104,0.0,4
120,0.9936763644218445,0.0,171
121,0.9999998807907104,1.0,62
122,0.952284574508667,0.0,5
