,sim,label,pair_id
0,0.6103197932243347,1.0,2732
1,0.6426653861999512,0.0,3040
2,0.07248614728450775,0.0,811
3,-0.01863793469965458,0.0,1065
4,0.9917224645614624,1.0,477
5,0.4022100865840912,0.0,2912
6,0.0016285302117466927,0.0,1024
7,0.01560392789542675,0.0,895
8,0.023396767675876617,0.0,892
9,-0.01201800350099802,0.0,2964
10,-0.01201800350099802,0.0,1394
11,0.059000544250011444,0.0,1129
12,0.015303261578083038,0.0,1665
13,-0.0036098614800721407,0.0,1395
14,0.9943238496780396,1.0,1881
15,0.9988479614257812,1.0,233
16,0.009220845066010952,0.0,1444
17,0.9949689507484436,1.0,311
18,0.03695988655090332,0.0,1074
19,0.03910767287015915,0.0,1101
20,0.018667010590434074,0.0,1773
21,0.31950128078460693,1.0,3169
22,0.10912293940782547,0.0,1392
23,0.08707758039236069,0.0,1883
24,0.002185231074690819,0.0,1707
25,0.9847457408905029,1.0,2290
26,0.9949761629104614,1.0,399
27,0.0357925109565258,0.0,835
28,0.9887638092041016,1.0,463
29,0.2426639199256897,0.0,3053
30,0.6382770538330078,0.0,3052
31,0.2888263463973999,0.0,3038
32,0.17771205306053162,0.0,2809
33,0.5397960543632507,0.0,2987
34,0.21313811838626862,0.0,1787
35,0.5985305309295654,0.0,1786
36,0.22240296006202698,0.0,1784
37,0.9709920287132263,1.0,2139
38,0.02746991626918316,0.0,1574
39,0.007424486801028252,0.0,1358
40,0.012502172030508518,0.0,737
41,0.019461946561932564,0.0,738
42,0.09675537049770355,0.0,1785
43,0.04602475091814995,0.0,2000
44,0.0462430864572525,0.0,1719
45,0.9949648976325989,1.0,277
46,0.05830256640911102,0.0,733
47,0.11606825888156891,0.0,1410
48,0.05715920403599739,0.0,878
49,0.986219584941864,1.0,3221
50,0.12164683640003204,0.0,3091
51,0.67786705493927,0.0,3057
52,0.6097697615623474,1.0,563
53,0.012213870882987976,0.0,1371
54,0.014392085373401642,0.0,661
55,0.013603243045508862,0.0,1938
56,0.0808636024594307,0.0,1808
57,0.01613488979637623,0.0,911
58,0.9901826977729797,1.0,120
59,0.03306591883301735,0.0,1372
60,-0.008330393582582474,0.0,1646
61,0.052945416420698166,0.0,1807
62,0.9958540201187134,1.0,893
63,0.9981536269187927,1.0,104
64,0.9994652271270752,1.0,2325
65,0.9957341551780701,1.0,2472
66,0.012211194261908531,0.0,1406
67,0.0375792421400547,0.0,660
68,0.04963872209191322,0.0,1936
69,0.14583908021450043,0.0,602
70,0.09481123089790344,0.0,3083
71,0.35707414150238037,0.0,3062
72,0.3558695614337921,1.0,2868
73,0.02088533528149128,0.0,1203
74,0.025037730112671852,0.0,1633
75,0.9990552067756653,1.0,2609
76,0.04884349927306175,0.0,1931
77,0.04180701822042465,0.0,988
78,0.020833266898989677,0.0,1684
79,0.9965841770172119,1.0,247
80,0.01692589744925499,0.0,1796
81,0.047945570200681686,0.0,575
82,0.04901319369673729,0.0,1070
83,0.02228681743144989,0.0,1911
84,0.9762692451477051,1.0,2295
85,0.9924807548522949,1.0,497
86,0.997703492641449,1.0,2222
87,-0.008361575193703175,0.0,1775
88,0.04741600900888443,0.0,963
89,-0.01535565871745348,0.0,1836
90,0.06892970204353333,0.0,1159
91,0.6652785539627075,1.0,3161
92,0.44757339358329773,1.0,2728
93,0.7477993965148926,0.0,2999
94,0.7575397491455078,1.0,2686
95,0.6484289169311523,0.0,3096
96,0.42610281705856323,1.0,3237
97,0.9883666634559631,1.0,3244
98,0.2824209928512573,0.0,3109
99,0.8123047351837158,1.0,2694
100,0.9539121985435486,1.0,414
101,0.24443559348583221,0.0,1003
102,0.9970280528068542,1.0,428
103,0.031185010448098183,0.0,1277
104,0.9774054288864136,1.0,2086
105,0.039298102259635925,0.0,1754
106,0.9746226072311401,1.0,2410
107,0.04468829929828644,0.0,828
108,0.9966844916343689,1.0,2371
109,0.9952949285507202,1.0,2550
110,0.00508266082033515,0.0,1378
111,0.9958073496818542,1.0,2516
112,0.9829386472702026,1.0,433
113,0.9970223307609558,1.0,108
114,0.997786819934845,1.0,2272
115,0.01533924788236618,0.0,1270
116,0.9859874844551086,1.0,2150
117,0.9988194704055786,1.0,2467
118,0.04176321253180504,0.0,646
119,0.00488155847415328,0.0,1364
120,0.9948516488075256,1.0,2294
121,0.9986591935157776,1.0,2073
122,-0.0037062172777950764,0.0,721
123,0.9925599098205566,1.0,1211
124,0.9943954348564148,1.0,2263
125,0.04157215356826782,0.0,1634
126,0.00488155847415328,0.0,1363
127,0.029704807326197624,0.0,2009
128,0.997668445110321,1.0,1506
129,0.9926829934120178,1.0,58
130,0.9986242055892944,1.0,2482
131,0.9756044745445251,1.0,2320
132,0.027030495926737785,0.0,1240
133,0.08863342553377151,0.0,642
134,0.008236845023930073,0.0,1734
135,0.8250070810317993,0.0,2834
136,0.2798798978328705,0.0,3027
137,0.6853333711624146,0.0,2816
138,0.8660696148872375,1.0,2731
139,0.14909698069095612,1.0,2648
140,0.4782748520374298,1.0,3222
141,0.6713986992835999,0.0,2961
142,0.6001580953598022,0.0,3069
143,0.7331314086914062,1.0,2663
144,0.6975806355476379,0.0,2885
145,0.8973785042762756,0.0,3035
146,0.7658618092536926,1.0,3232
147,0.7778875827789307,0.0,2886
148,0.8648548126220703,0.0,1134
149,0.3803578317165375,1.0,2414
150,0.7479182481765747,0.0,854
151,0.04455871134996414,0.0,1932
152,0.9975911974906921,1.0,2577
153,0.04904612526297569,0.0,1105
154,0.9819918274879456,1.0,2287
155,0.9824830889701843,1.0,2070
156,0.9563794732093811,1.0,474
157,0.9930845499038696,1.0,2159
158,0.03933535888791084,0.0,1822
159,0.9956977963447571,1.0,2569
160,0.9923043251037598,1.0,2206
161,0.9974583983421326,1.0,257
162,0.042130354791879654,0.0,1128
163,0.9850377440452576,1.0,2590
164,0.019467707723379135,0.0,1778
165,0.061611663550138474,0.0,1117
166,0.9971344470977783,1.0,124
167,0.9953722357749939,1.0,2174
168,0.996882438659668,1.0,2255
169,0.9911156892776489,1.0,509
170,0.9919149279594421,1.0,353
171,0.02440039999783039,0.0,692
172,0.015321041457355022,0.0,2045
173,0.9974653124809265,1.0,2019
174,0.9884878993034363,1.0,470
175,0.05453743785619736,0.0,1934
176,0.9984740614891052,1.0,867
177,0.03218375891447067,0.0,1205
178,0.9769608974456787,1.0,398
179,0.02228814922273159,0.0,1860
180,0.0034121349453926086,0.0,1472
181,0.08220848441123962,0.0,1146
182,0.9973886609077454,1.0,379
183,0.9916132688522339,1.0,2275
184,0.993359386920929,1.0,100
185,0.1560116410255432,0.0,1050
186,0.06382851302623749,0.0,814
187,0.28536131978034973,0.0,2921
188,0.31825581192970276,1.0,2723
189,0.5375720262527466,0.0,2989
190,0.2597615420818329,1.0,2691
191,0.2568100094795227,1.0,3253
192,0.00043966417433694005,0.0,2879
193,0.7911696434020996,1.0,3197
194,0.7181121110916138,1.0,3118
195,0.35951724648475647,0.0,2953
196,0.5712394714355469,1.0,2652
197,0.8357164859771729,1.0,3149
198,0.9423531889915466,1.0,3152
199,0.3015161454677582,1.0,3252
200,0.3217846155166626,1.0,3187
201,0.7323409914970398,0.0,3010
202,0.12621019780635834,0.0,3051
203,0.8967604041099548,1.0,3060
204,0.700443685054779,0.0,2827
205,0.20361793041229248,0.0,2986
206,0.3330554962158203,1.0,2750
207,0.7639471888542175,1.0,68
208,0.5930036902427673,1.0,2370
209,0.3960605561733246,0.0,698
210,0.833875834941864,0.0,576
211,0.5179098844528198,1.0,2166
212,0.3828270435333252,0.0,1770
213,0.8047191500663757,1.0,2140
214,0.13859693706035614,0.0,1356
215,0.8900571465492249,0.0,1900
216,0.38735878467559814,0.0,1357
217,0.0185431856662035,0.0,1769
218,0.1001998633146286,0.0,693
219,0.025044981390237808,0.0,1849
220,0.06770971417427063,0.0,1238
221,0.9999323487281799,1.0,2529
222,0.9843978881835938,1.0,2094
223,0.03131234645843506,0.0,1383
224,0.10596778988838196,0.0,904
225,0.9898234605789185,1.0,318
226,0.9939614534378052,1.0,2377
227,0.05333400517702103,0.0,2026
228,0.07404561340808868,0.0,1042
229,0.06650302559137344,0.0,617
230,0.05354318767786026,0.0,1746
